"CruiseHaul","survey","maturity","maturity_table","sex","fork_length","matcode","latitude","longitude","year","datetime","yday","is_spsp","is_mature","mat5stage","weight"
"198302-1",198302,"Prespawning",3,"Female",54,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",54,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",45,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",49,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",44,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",38,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",44,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",40,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",37,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",53,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",48,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",39,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",50,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",53,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",40,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",48,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",42,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",38,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",45,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",51,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",55,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",47,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",49,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",44,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",51,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",36,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",50,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",37,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",48,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",48,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",52,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",41,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",55,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",44,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",36,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",44,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",42,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",44,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",41,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",42,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",34,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",44,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",47,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",47,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",34,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",44,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",51,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",38,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",42,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",36,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",52,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",52,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",35,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",35,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",56,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",38,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",29,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",43,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",35,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",46,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",37,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",44,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",48,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",43,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",42,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",41,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",41,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",39,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Immature",3,"Female",21,1,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Immature",1
"198302-1",198302,"Developing",3,"Female",39,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Immature",3,"Female",23,1,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Immature",1
"198302-1",198302,"Developing",3,"Female",37,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",49,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",37,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",43,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",42,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",44,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",50,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",43,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",40,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",33,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",42,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",38,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",44,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",41,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",45,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Immature",3,"Female",21,1,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Immature",1
"198302-1",198302,"Developing",3,"Female",38,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",40,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",33,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",48,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",50,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",52,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",50,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",38,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",52,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Immature",3,"Female",22,1,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Immature",1
"198302-1",198302,"Developing",3,"Female",39,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",47,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",60,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",36,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",36,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",39,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",45,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",47,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",35,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",39,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",38,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",33,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",41,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",41,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",41,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",48,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",49,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",49,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",39,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",47,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",34,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",39,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",42,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",40,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Developing",3,"Female",39,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",48,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",44,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",46,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Immature",3,"Female",22,1,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Immature",1
"198302-1",198302,"Prespawning",3,"Female",47,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Immature",3,"Female",25,1,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Immature",1
"198302-1",198302,"Prespawning",3,"Female",42,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Developing",3,"Female",39,2,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,0,"Developing",1
"198302-1",198302,"Prespawning",3,"Female",46,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",46,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-1",198302,"Prespawning",3,"Female",45,3,56.5735,-155.887,1983,1983-03-09 13:00:00,68,0,1,"Prespawning",1
"198302-10",198302,"Prespawning",3,"Female",45,3,57.30717,-155.6935,1983,1983-03-12 14:00:00,71,0,1,"Prespawning",1
"198302-10",198302,"Developing",3,"Female",30,2,57.30717,-155.6935,1983,1983-03-12 14:00:00,71,0,0,"Developing",1
"198302-10",198302,"Developing",3,"Female",37,2,57.30717,-155.6935,1983,1983-03-12 14:00:00,71,0,0,"Developing",1
"198302-10",198302,"Developing",3,"Female",36,2,57.30717,-155.6935,1983,1983-03-12 14:00:00,71,0,0,"Developing",1
"198302-10",198302,"Developing",3,"Female",33,2,57.30717,-155.6935,1983,1983-03-12 14:00:00,71,0,0,"Developing",1
"198302-10",198302,"Prespawning",3,"Female",42,3,57.30717,-155.6935,1983,1983-03-12 14:00:00,71,0,1,"Prespawning",1
"198302-10",198302,"Prespawning",3,"Female",47,3,57.30717,-155.6935,1983,1983-03-12 14:00:00,71,0,1,"Prespawning",1
"198302-10",198302,"Prespawning",3,"Female",44,3,57.30717,-155.6935,1983,1983-03-12 14:00:00,71,0,1,"Prespawning",1
"198302-10",198302,"Prespawning",3,"Female",39,3,57.30717,-155.6935,1983,1983-03-12 14:00:00,71,0,1,"Prespawning",1
"198302-10",198302,"Prespawning",3,"Female",43,3,57.30717,-155.6935,1983,1983-03-12 14:00:00,71,0,1,"Prespawning",1
"198302-10",198302,"Prespawning",3,"Female",44,3,57.30717,-155.6935,1983,1983-03-12 14:00:00,71,0,1,"Prespawning",1
"198302-10",198302,"Prespawning",3,"Female",37,3,57.30717,-155.6935,1983,1983-03-12 14:00:00,71,0,1,"Prespawning",1
"198302-10",198302,"Prespawning",3,"Female",43,3,57.30717,-155.6935,1983,1983-03-12 14:00:00,71,0,1,"Prespawning",1
"198302-10",198302,"Developing",3,"Female",38,2,57.30717,-155.6935,1983,1983-03-12 14:00:00,71,0,0,"Developing",1
"198302-10",198302,"Developing",3,"Female",40,2,57.30717,-155.6935,1983,1983-03-12 14:00:00,71,0,0,"Developing",1
"198302-10",198302,"Developing",3,"Female",33,2,57.30717,-155.6935,1983,1983-03-12 14:00:00,71,0,0,"Developing",1
"198302-10",198302,"Prespawning",3,"Female",43,3,57.30717,-155.6935,1983,1983-03-12 14:00:00,71,0,1,"Prespawning",1
"198302-10",198302,"Developing",3,"Female",38,2,57.30717,-155.6935,1983,1983-03-12 14:00:00,71,0,0,"Developing",1
"198302-10",198302,"Prespawning",3,"Female",41,3,57.30717,-155.6935,1983,1983-03-12 14:00:00,71,0,1,"Prespawning",1
"198302-10",198302,"Prespawning",3,"Female",39,3,57.30717,-155.6935,1983,1983-03-12 14:00:00,71,0,1,"Prespawning",1
"198302-10",198302,"Prespawning",3,"Female",45,3,57.30717,-155.6935,1983,1983-03-12 14:00:00,71,0,1,"Prespawning",1
"198302-10",198302,"Prespawning",3,"Female",44,3,57.30717,-155.6935,1983,1983-03-12 14:00:00,71,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",39,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",35,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",44,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Developing",3,"Female",38,2,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,0,"Developing",1
"198302-11",198302,"Prespawning",3,"Female",39,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Developing",3,"Female",40,2,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,0,"Developing",1
"198302-11",198302,"Prespawning",3,"Female",48,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",42,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",47,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Developing",3,"Female",37,2,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,0,"Developing",1
"198302-11",198302,"Prespawning",3,"Female",40,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",43,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",56,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",52,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",43,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",46,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",47,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",42,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",42,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",44,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Developing",3,"Female",35,2,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,0,"Developing",1
"198302-11",198302,"Prespawning",3,"Female",48,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",36,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",47,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",42,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Spawning",3,"Female",41,4,57.47883,-155.053,1983,1983-03-13 16:00:00,72,1,1,"Spawning",1
"198302-11",198302,"Spawning",3,"Female",47,4,57.47883,-155.053,1983,1983-03-13 16:00:00,72,1,1,"Spawning",1
"198302-11",198302,"Prespawning",3,"Female",39,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",42,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",42,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Developing",3,"Female",38,2,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,0,"Developing",1
"198302-11",198302,"Spawning",3,"Female",41,4,57.47883,-155.053,1983,1983-03-13 16:00:00,72,1,1,"Spawning",1
"198302-11",198302,"Prespawning",3,"Female",41,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Developing",3,"Female",36,2,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,0,"Developing",1
"198302-11",198302,"Prespawning",3,"Female",45,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",45,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Developing",3,"Female",37,2,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,0,"Developing",1
"198302-11",198302,"Prespawning",3,"Female",44,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Developing",3,"Female",35,2,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,0,"Developing",1
"198302-11",198302,"Prespawning",3,"Female",47,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",44,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",42,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Spawning",3,"Female",44,4,57.47883,-155.053,1983,1983-03-13 16:00:00,72,1,1,"Spawning",1
"198302-11",198302,"Prespawning",3,"Female",41,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",45,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",41,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Immature",3,"Female",24,1,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,0,"Immature",1
"198302-11",198302,"Prespawning",3,"Female",45,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Developing",3,"Female",42,2,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,0,"Developing",1
"198302-11",198302,"Prespawning",3,"Female",51,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",41,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",40,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Immature",3,"Female",20,1,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,0,"Immature",1
"198302-11",198302,"Developing",3,"Female",39,2,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,0,"Developing",1
"198302-11",198302,"Prespawning",3,"Female",49,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Prespawning",3,"Female",40,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
"198302-11",198302,"Developing",3,"Female",34,2,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,0,"Developing",1
"198302-11",198302,"Prespawning",3,"Female",51,3,57.47883,-155.053,1983,1983-03-13 16:00:00,72,0,1,"Prespawning",1
